GeneID	GeneName	GeneDescription	Transcript#	Strand	Chromosome	Start	End	ExonLength	Source	IsConfounded
TMX4_20_-_1	TMX4	thioredoxin-related transmembrane protein 4	1	-	20	7977353	8019829	6164	hg38_refGene	False
PLCB1_20_+_1	PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)	2	+	20	8132265	8884900	7207	hg38_refGene	True
RNU105B_20_+_1	RNU105B	RNA, U105B small nucleolar	1	+	20	8831185	8831393	209	hg38_refGene	True
PLCB4_20_+_1	PLCB4	phospholipase C, beta 4	3	+	20	9069054	9480815	5658	hg38_refGene	False
LAMP5-AS1_20_-_1	LAMP5-AS1	LAMP5 antisense RNA 1	1	-	20	9505180	9514998	1928	hg38_refGene	True
LAMP5_20_+_1	LAMP5	lysosomal-associated membrane protein family, member 5	2	+	20	9514358	9530524	2042	hg38_refGene	True
PAK7_20_-_1	PAK7	p21 protein (Cdc42/Rac)-activated kinase 7	2	-	20	9537390	9839039	4777	hg38_refGene	False
LOC101929371_20_+_1	LOC101929371		1	+	20	9986333	10007116	791	hg38_refGene	False
SNAP25-AS1_20_-_1	SNAP25-AS1	SNAP25 antisense RNA 1	1	-	20	10023812	10219506	2959	hg38_refGene	True
ANKEF1_20_+_1	ANKEF1	ankyrin repeat and EF-hand domain containing 1	3	+	20	10034999	10056762	3922	hg38_refGene	True
SNAP25_20_+_1	SNAP25	synaptosomal-associated protein, 25kDa	2	+	20	10218829	10307418	2172	hg38_refGene	True
MKKS_20_-_1	MKKS	McKusick-Kaufman syndrome	3	-	20	10404780	10434239	3202	hg38_refGene	False
SLX4IP_20_+_1	SLX4IP	SLX4 interacting protein	1	+	20	10435303	10623379	1407	hg38_refGene	False
JAG1_20_-_1	JAG1	jagged 1	1	-	20	10637684	10674046	5987	hg38_refGene	True
MIR6870_20_-_1	MIR6870	microRNA mir-6870	1	-	20	10649636	10649695	60	hg38_refGene	True
LOC101929395_20_+_1	LOC101929395		1	+	20	10753090	10754027	499	hg38_refGene	False
LOC101929413_20_-_1	LOC101929413		1	-	20	10875333	10909272	2006	hg38_refGene	False
LOC339593_20_-_1	LOC339593		1	-	20	11266659	11273383	2274	hg38_refGene	False
LINC00687_20_-_1	LINC00687	long intergenic non-protein coding RNA 687	1	-	20	11809987	11870715	524	hg38_refGene	False
BTBD3_20_+_1	BTBD3	BTB (POZ) domain containing 3	6	+	20	11890723	11926595	5192	hg38_refGene	False
LOC101929486_20_-_1	LOC101929486		1	-	20	12865204	12952519	3031	hg38_refGene	True
LOC102606466_20_-_1	LOC102606466		1	-	20	12934878	12936963	829	hg38_refGene	True
LOC100505515_20_+_1	LOC100505515		1	+	20	12950340	12951627	599	hg38_refGene	True
SPTLC3_20_+_1	SPTLC3	serine palmitoyltransferase, long chain base subunit 3	1	+	20	13008979	13166764	3845	hg38_refGene	False
ISM1_20_+_1	ISM1	isthmin 1, angiogenesis inhibitor	1	+	20	13221771	13300650	2592	hg38_refGene	True
ISM1-AS1_20_-_1	ISM1-AS1	ISM1 antisense RNA 1	1	-	20	13237420	13239687	1046	hg38_refGene	True
TASP1_20_-_1	TASP1	taspase, threonine aspartase, 1	1	-	20	13389389	13638936	2351	hg38_refGene	False
ESF1_20_-_1	ESF1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)	2	-	20	13714322	13784933	3263	hg38_refGene	False
NDUFAF5_20_+_1	NDUFAF5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 5	3	+	20	13785026	13818421	2410	hg38_refGene	False
SEL1L2_20_-_1	SEL1L2	sel-1 suppressor of lin-12-like 2 (C. elegans)	3	-	20	13849398	13995333	2671	hg38_refGene	False
MACROD2_20_+_1	MACROD2	MACRO domain containing 2	2	+	20	13995500	16053196	5106	hg38_refGene	True
FLRT3_20_-_1	FLRT3	fibronectin leucine rich transmembrane protein 3	2	-	20	14323993	14337667	4024	hg38_refGene	True
MACROD2-IT1_20_+_1	MACROD2-IT1	MACROD2 intronic transcript 1 (non-protein coding)	1	+	20	14554384	14628908	665	hg38_refGene	True
MACROD2-AS1_20_-_1	MACROD2-AS1	MACROD2 antisense RNA 1	3	-	20	14884253	14929518	1784	hg38_refGene	True
LOC613266_20_-_1	LOC613266		2	-	20	15892334	15985882	2407	hg38_refGene	True
KIF16B_20_-_1	KIF16B	kinesin family member 16B	3	-	20	16272104	16573434	6246	hg38_refGene	False
SNRPB2_20_+_1	SNRPB2	small nuclear ribonucleoprotein polypeptide B	2	+	20	16729964	16741772	1681	hg38_refGene	False
OTOR_20_+_1	OTOR	otoraplin	1	+	20	16748353	16752164	1482	hg38_refGene	False
PCSK2_20_+_1	PCSK2	proprotein convertase subtilisin/kexin type 2	3	+	20	17226107	17484577	5051	hg38_refGene	False
BFSP1_20_-_1	BFSP1	beaded filament structural protein 1, filensin	5	-	20	17493905	17569220	3009	hg38_refGene	False
DSTN_20_+_1	DSTN	destrin (actin depolymerizing factor)	2	+	20	17569954	17608007	1746	hg38_refGene	False
RRBP1_20_-_1	RRBP1	ribosome binding protein 1	2	-	20	17613678	17682283	3792	hg38_refGene	False
BANF2_20_+_1	BANF2	barrier to autointegration factor 2	3	+	20	17693675	17735872	640	hg38_refGene	False
SNX5_20_-_1	SNX5	sorting nexin 5	3	-	20	17941596	17968991	2542	hg38_refGene	True
SNORD17_20_-_1	SNORD17	small nucleolar RNA, C/D box 17	1	-	20	17962710	17962946	237	hg38_refGene	True
MGME1_20_+_1	MGME1	mitochondrial genome maintenance exonuclease 1	3	+	20	17968891	17991122	2403	hg38_refGene	True
OVOL2_20_-_1	OVOL2	ovo-like zinc finger 2	3	-	20	18024152	18059188	1859	hg38_refGene	False
PET117_20_+_1	PET117	PET117 homolog (S. cerevisiae)	1	+	20	18137855	18143168	1158	hg38_refGene	True
CSRP2BP_20_+_1	CSRP2BP	CSRP2 binding protein	2	+	20	18142224	18188387	3848	hg38_refGene	True
ZNF133_20_+_1	ZNF133	zinc finger protein 133	16	+	20	18288283	18316996	3294	hg38_refGene	False
LINC00851_20_+_1	LINC00851	long intergenic non-protein coding RNA 851	1	+	20	18379049	18381483	726	hg38_refGene	False
DZANK1_20_-_1	DZANK1	double zinc ribbon and ankyrin repeat domains 1	1	-	20	18383367	18467185	3500	hg38_refGene	False
POLR3F_20_+_1	POLR3F	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa	3	+	20	18467389	18484648	2324	hg38_refGene	True
MIR3192_20_+_1	MIR3192	microRNA 3192	1	+	20	18470615	18470691	77	hg38_refGene	True
RBBP9_20_-_1	RBBP9	retinoblastoma binding protein 9	1	-	20	18486541	18497243	3860	hg38_refGene	False
SEC23B_20_+_1	SEC23B	Sec23 homolog B (S. cerevisiae)	5	+	20	18507544	18561415	3747	hg38_refGene	False
LINC00493_20_+_1	LINC00493	long intergenic non-protein coding RNA 493	1	+	20	18567429	18569559	492	hg38_refGene	False
DTD1_20_+_1	DTD1	D-tyrosyl-tRNA deacylase 1	1	+	20	18587912	18763916	1367	hg38_refGene	True
LOC101929526_20_-_1	LOC101929526		1	-	20	18674395	18698708	1694	hg38_refGene	True
LINC00652_20_-_1	LINC00652	long intergenic non-protein coding RNA 652	2	-	20	18787971	18794584	1799	hg38_refGene	True
LOC100270804_20_+_1	LOC100270804		1	+	20	18794049	18796065	2017	hg38_refGene	True
C20orf78_20_-_1	C20orf78	chromosome 20 open reading frame 78	2	-	20	18809351	18830203	1033	hg38_refGene	True
SCP2D1_20_+_1	SCP2D1	SCP2 sterol-binding domain containing 1	1	+	20	18813726	18814391	666	hg38_refGene	True
SLC24A3_20_+_1	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	1	+	20	19212646	19722897	3889	hg38_refGene	True
LOC100130264_20_-_1	LOC100130264		1	-	20	19242302	19284596	1789	hg38_refGene	True
RIN2_20_+_1	RIN2	Ras and Rab interactor 2	2	+	20	19886521	20002459	4507	hg38_refGene	False
NAA20_20_+_1	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	3	+	20	20017290	20033629	1333	hg38_refGene	False
CRNKL1_20_-_1	CRNKL1	crooked neck pre-mRNA splicing factor 1	5	-	20	20034361	20056046	4413	hg38_refGene	True
CFAP61_20_+_1	CFAP61		2	+	20	20052514	20360702	4673	hg38_refGene	True
INSM1_20_+_1	INSM1	insulinoma-associated 1	1	+	20	20368121	20370948	2828	hg38_refGene	False
RALGAPA2_20_-_1	RALGAPA2	Ral GTPase activating protein, alpha subunit 2 (catalytic)	1	-	20	20389628	20712623	9426	hg38_refGene	False
KIZ_20_+_1	KIZ	kizuna centrosomal protein	4	+	20	21125983	21246620	2199	hg38_refGene	True
KIZ-AS1_20_-_1	KIZ-AS1		1	-	20	21194404	21218289	1161	hg38_refGene	True
XRN2_20_+_1	XRN2	5'-3' exoribonuclease 2	1	+	20	21303304	21389825	3435	hg38_refGene	False
NKX2-4_20_-_1	NKX2-4	NK2 homeobox 4	1	-	20	21395367	21397409	1619	hg38_refGene	False
NKX2-2_20_-_1	NKX2-2	NK2 homeobox 2	1	-	20	21511022	21514026	2080	hg38_refGene	False
LOC101929625_20_+_1	LOC101929625		1	+	20	21570024	21615722	567	hg38_refGene	True
LOC101929608_20_-_1	LOC101929608		1	-	20	21610787	21703585	1253	hg38_refGene	True
PAX1_20_+_1	PAX1	paired box 1	2	+	20	21705659	21718486	5352	hg38_refGene	False
LINC01432_20_+_1	LINC01432		1	+	20	22054090	22074654	677	hg38_refGene	False
LINC01427_20_-_1	LINC01427		1	-	20	22280229	22282801	511	hg38_refGene	False
LOC284788_20_-_1	LOC284788		2	-	20	22400333	22420643	1684	hg38_refGene	False
LINC00261_20_-_1	LINC00261	long intergenic non-protein coding RNA 261	1	-	20	22560554	22578642	4911	hg38_refGene	False
FOXA2_20_-_1	FOXA2	forkhead box A2	2	-	20	22581004	22585463	2612	hg38_refGene	False
LINC01384_20_-_1	LINC01384		1	-	20	22587522	22607517	659	hg38_refGene	False
SSTR4_20_+_1	SSTR4	somatostatin receptor 4	1	+	20	23035420	23036677	1258	hg38_refGene	False
THBD_20_-_1	THBD	thrombomodulin	1	-	20	23045633	23049664	4032	hg38_refGene	False
CD93_20_-_1	CD93	CD93 molecule	1	-	20	23079356	23086340	6701	hg38_refGene	False
LINC00656_20_-_1	LINC00656	long intergenic non-protein coding RNA 656	1	-	20	23125069	23132636	1910	hg38_refGene	False
NXT1_20_+_1	NXT1	NTF2-like export factor 1	1	+	20	23350736	23354771	1117	hg38_refGene	False
LINC01431_20_-_1	LINC01431		1	-	20	23356594	23358127	636	hg38_refGene	False
GZF1_20_+_1	GZF1	GDNF-inducible zinc finger protein 1	1	+	20	23364384	23373046	4741	hg38_refGene	False
NAPB_20_-_1	NAPB	N-ethylmaleimide-sensitive factor attachment protein, beta	5	-	20	23374519	23421519	3883	hg38_refGene	False
CSTL1_20_+_1	CSTL1	cystatin-like 1	1	+	20	23439685	23444930	736	hg38_refGene	False
CST11_20_-_1	CST11	cystatin 11	2	-	20	23450404	23452845	553	hg38_refGene	False
CST8_20_+_1	CST8	cystatin 8 (cystatin-related epididymal specific)	2	+	20	23491101	23496018	918	hg38_refGene	False
CST13P_20_+_1	CST13P	cystatin 13, pseudogene	1	+	20	23519146	23542018	1157	hg38_refGene	False
CST9L_20_-_1	CST9L	cystatin 9-like	1	-	20	23564733	23568749	958	hg38_refGene	False
CST9_20_-_1	CST9	cystatin 9 (testatin)	1	-	20	23602410	23605973	1689	hg38_refGene	False
CST3_20_-_1	CST3	cystatin C	2	-	20	23627897	23638048	2455	hg38_refGene	False
CST4_20_-_1	CST4	cystatin S	1	-	20	23685640	23689025	736	hg38_refGene	False
CST1_20_-_1	CST1	cystatin SN	1	-	20	23747553	23750937	760	hg38_refGene	False
CST2_20_-_1	CST2	cystatin SA	1	-	20	23823767	23826675	694	hg38_refGene	False
CST5_20_-_1	CST5	cystatin D	1	-	20	23875935	23879743	749	hg38_refGene	False
GGTLC1_20_-_1	GGTLC1	gamma-glutamyltransferase light chain 1	2	-	20	23985053	23988779	1145	hg38_refGene	False
FLJ33581_20_+_1	FLJ33581		1	+	20	24199767	24224588	2376	hg38_refGene	False
SYNDIG1_20_+_1	SYNDIG1	synapse differentiation inducing 1	1	+	20	24469199	24666617	2523	hg38_refGene	False
CST7_20_+_1	CST7	cystatin F (leukocystatin)	1	+	20	24949230	24959928	930	hg38_refGene	False
APMAP_20_-_1	APMAP	adipocyte plasma membrane associated protein	1	-	20	24962944	24992789	2221	hg38_refGene	False
ACSS1_20_-_1	ACSS1	acyl-CoA synthetase short-chain family member 1	4	-	20	25006230	25058182	4020	hg38_refGene	False
VSX1_20_-_1	VSX1	visual system homeobox 1	6	-	20	25070886	25082379	3733	hg38_refGene	False
LOC284798_20_-_1	LOC284798		3	-	20	25140798	25148790	3356	hg38_refGene	False
LOC101926889_20_-_1	LOC101926889		1	-	20	25184672	25196892	2180	hg38_refGene	True
ENTPD6_20_+_1	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	2	+	20	25195703	25226724	2762	hg38_refGene	True
PYGB_20_+_1	PYGB	phosphorylase, glycogen; brain	1	+	20	25248070	25298012	4131	hg38_refGene	True
ABHD12_20_-_1	ABHD12	abhydrolase domain containing 12	2	-	20	25294743	25390982	2411	hg38_refGene	True
GINS1_20_+_1	GINS1	GINS complex subunit 1 (Psf1 homolog)	1	+	20	25407687	25448555	3289	hg38_refGene	False
NINL_20_-_1	NINL	ninein-like	1	-	20	25452701	25585517	4973	hg38_refGene	False
NANP_20_-_1	NANP	N-acetylneuraminic acid phosphatase	1	-	20	25612936	25624012	3800	hg38_refGene	False
ZNF337-AS1_20_+_1	ZNF337-AS1		3	+	20	25624045	25678072	2472	hg38_refGene	True
ZNF337_20_-_1	ZNF337	zinc finger protein 337	2	-	20	25673195	25696904	4761	hg38_refGene	True
FAM182B_20_-_1	FAM182B	family with sequence similarity 182, member B	2	-	20	25763466	25801291	6026	hg38_refGene	False
LOC101926935_20_-_1	LOC101926935		1	-	20	25844667	25854021	6282	hg38_refGene	False
LOC101926955_20_+_1	LOC101926955		1	+	20	25955812	25969288	4604	hg38_refGene	False
LOC100134868_20_+_1	LOC100134868		1	+	20	26009799	26021794	1554	hg38_refGene	False
FAM182A_20_+_1	FAM182A	family with sequence similarity 182, member A	1	+	20	26054614	26086917	5111	hg38_refGene	False
NCOR1P1_20_-_1	NCOR1P1	nuclear receptor corepressor 1 pseudogene 1	1	-	20	26103416	26114041	419	hg38_refGene	False
MIR663AHG_20_-_1	MIR663AHG		1	-	20	26187019	26209233	1213	hg38_refGene	True
MIR663A_20_-_1	MIR663A	microRNA 663a	1	-	20	26208186	26208278	93	hg38_refGene	True
LOC100289097_20_-_1	LOC100289097	protein FRG1-like	1	-	20	28580633	28602665	846	hg38_refGene	False
LOC102723316_20_+_1	LOC102723316		1	+	20	29080390	29096832	531	hg38_refGene	False
FRG2EP_20_-_1	FRG2EP		1	-	20	29414075	29416961	2074	hg38_refGene	False
MIR4477A_20_-_1	MIR4477A	microRNA 4477a	1	-	20	29880384	29880463	80	hg38_refGene	True
MIR4477B_20_+_1	MIR4477B	microRNA 4477b	1	+	20	29880384	29880463	80	hg38_refGene	True
FRG1BP_20_+_1	FRG1BP		1	+	20	30377203	30399331	946	hg38_refGene	False
MLLT10P1_20_-_1	MLLT10P1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 pseudogene 1	1	-	20	30402908	30403462	555	hg38_refGene	False
DEFB115_20_+_1	DEFB115	defensin, beta 115	1	+	20	31257664	31259632	267	hg38_refGene	False
DEFB116_20_-_1	DEFB116	defensin, beta 116	1	-	20	31303212	31308585	309	hg38_refGene	False
DEFB118_20_+_1	DEFB118	defensin, beta 118	1	+	20	31368618	31373902	1137	hg38_refGene	False
DEFB119_20_-_1	DEFB119	defensin, beta 119	7	-	20	31377163	31390649	844	hg38_refGene	False
DEFB121_20_-_1	DEFB121	defensin, beta 121	2	-	20	31404845	31412838	630	hg38_refGene	False
DEFB122_20_-_1	DEFB122	defensin, beta 122 (pseudogene)	1	-	20	31421439	31429180	496	hg38_refGene	False
DEFB123_20_+_1	DEFB123	defensin, beta 123	2	+	20	31440519	31450257	533	hg38_refGene	False
DEFB124_20_-_1	DEFB124	defensin, beta 124	1	-	20	31465506	31473013	216	hg38_refGene	False
REM1_20_+_1	REM1	RAS (RAD and GEM)-like GTP-binding 1	1	+	20	31475288	31484905	1670	hg38_refGene	False
LINC00028_20_+_1	LINC00028	long intergenic non-protein coding RNA 28	1	+	20	31485778	31487574	587	hg38_refGene	False
HM13_20_+_1	HM13	histocompatibility (minor) 13	4	+	20	31514410	31569567	3489	hg38_refGene	True
MCTS2P_20_+_1	MCTS2P	malignant T cell amplified sequence 2, pseudogene	1	+	20	31547382	31548216	835	hg38_refGene	True
HM13-AS1_20_-_1	HM13-AS1	HM13 antisense RNA 1	1	-	20	31567707	31573263	489	hg38_refGene	True
ID1_20_+_1	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	2	+	20	31605283	31606514	1232	hg38_refGene	False
MIR3193_20_+_1	MIR3193	microRNA 3193	1	+	20	31607186	31607240	55	hg38_refGene	False
COX4I2_20_+_1	COX4I2	cytochrome c oxidase subunit IV isoform 2 (lung)	1	+	20	31637888	31644997	684	hg38_refGene	False
BCL2L1_20_-_1	BCL2L1	BCL2-like 1	2	-	20	31664458	31722853	2559	hg38_refGene	True
ABALON_20_+_1	ABALON	apoptotic BCL2L1-antisense long non-coding RNA	1	+	20	31721507	31723409	1903	hg38_refGene	True
TPX2_20_+_1	TPX2	TPX2, microtubule-associated	1	+	20	31739101	31801800	3662	hg38_refGene	False
MYLK2_20_+_1	MYLK2	myosin light chain kinase 2	1	+	20	31819375	31834697	2793	hg38_refGene	False
FOXS1_20_-_1	FOXS1	forkhead box S1	1	-	20	31844300	31845617	1318	hg38_refGene	False
DUSP15_20_-_1	DUSP15	dual specificity phosphatase 15	3	-	20	31861067	31870676	1733	hg38_refGene	False
TTLL9_20_+_1	TTLL9	tubulin tyrosine ligase-like family, member 9	1	+	20	31870702	31943055	1607	hg38_refGene	False
PDRG1_20_-_1	PDRG1	p53 and DNA-damage regulated 1	1	-	20	31944955	31952080	1373	hg38_refGene	False
XKR7_20_+_1	XKR7	XK, Kell blood group complex subunit-related family, member 7	1	+	20	31968002	31998453	2910	hg38_refGene	False
MIR7641-2_20_+_1	MIR7641-2	microRNA mir-7641-2	1	+	20	32008387	32008436	50	hg38_refGene	False
CCM2L_20_+_1	CCM2L	cerebral cavernous malformation 2-like	1	+	20	32010442	32032181	2532	hg38_refGene	False
HCK_20_+_1	HCK	hemopoietic cell kinase	6	+	20	32052188	32101854	2283	hg38_refGene	False
TM9SF4_20_+_1	TM9SF4	transmembrane 9 superfamily protein member 4	1	+	20	32109506	32167258	3978	hg38_refGene	False
TSPY26P_20_-_1	TSPY26P	testis specific protein, Y-linked 26, pseudogene	1	-	20	32189146	32190360	1215	hg38_refGene	False
PLAGL2_20_-_1	PLAGL2	pleiomorphic adenoma gene-like 2	1	-	20	32192504	32207743	5656	hg38_refGene	False
POFUT1_20_+_1	POFUT1	protein O-fucosyltransferase 1	2	+	20	32207893	32238664	6135	hg38_refGene	True
MIR1825_20_+_1	MIR1825	microRNA 1825	1	+	20	32237795	32237847	53	hg38_refGene	True
KIF3B_20_+_1	KIF3B	kinesin family member 3B	1	+	20	32277651	32335008	6113	hg38_refGene	False
ASXL1_20_+_1	ASXL1	additional sex combs like 1 (Drosophila)	2	+	20	32358344	32439319	7425	hg38_refGene	False
NOL4L_20_-_1	NOL4L		2	-	20	32443059	32585073	6984	hg38_refGene	True
LOC101929698_20_+_1	LOC101929698		1	+	20	32509959	32520285	1771	hg38_refGene	True
LOC149950_20_+_1	LOC149950		1	+	20	32587479	32608892	845	hg38_refGene	False
C20orf203_20_-_1	C20orf203	chromosome 20 open reading frame 203	1	-	20	32631625	32651981	4793	hg38_refGene	False
COMMD7_20_-_1	COMMD7	COMM domain containing 7	2	-	20	32702691	32744008	1911	hg38_refGene	False
DNMT3B_20_+_1	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	6	+	20	32762385	32809356	4630	hg38_refGene	False
MAPRE1_20_+_1	MAPRE1	microtubule-associated protein, RP/EB family, member 1	1	+	20	32819893	32850405	2623	hg38_refGene	False
SUN5_20_-_1	SUN5	Sad1 and UNC84 domain containing 5	1	-	20	32983775	33004433	1252	hg38_refGene	False
BPIFB2_20_+_1	BPIFB2	BPI fold containing family B, member 2	1	+	20	33007578	33023709	1920	hg38_refGene	False
BPIFB6_20_+_1	BPIFB6	BPI fold containing family B, member 6	1	+	20	33031648	33044047	1362	hg38_refGene	False
BPIFB3_20_+_1	BPIFB3	BPI fold containing family B, member 3	1	+	20	33055331	33073637	1556	hg38_refGene	False
BPIFB4_20_+_1	BPIFB4	BPI fold containing family B, member 4	1	+	20	33081512	33111751	2174	hg38_refGene	False
BPIFA2_20_+_1	BPIFA2	BPI fold containing family A, member 2	1	+	20	33168154	33181417	1052	hg38_refGene	False
BPIFA4P_20_+_1	BPIFA4P	BPI fold containing family A, member 4, pseudogene	1	+	20	33193605	33210462	1203	hg38_refGene	False
BPIFA3_20_+_1	BPIFA3	BPI fold containing family A, member 3	2	+	20	33217310	33227806	1181	hg38_refGene	False
BPIFA1_20_+_1	BPIFA1	BPI fold containing family A, member 1	3	+	20	33235996	33243309	1078	hg38_refGene	False
BPIFB1_20_+_1	BPIFB1	BPI fold containing family B, member 1	1	+	20	33283135	33309878	1727	hg38_refGene	False
CDK5RAP1_20_-_1	CDK5RAP1	CDK5 regulatory subunit associated protein 1	5	-	20	33358839	33401569	2130	hg38_refGene	False
SNTA1_20_-_1	SNTA1	syntrophin, alpha 1	1	-	20	33407957	33443892	2340	hg38_refGene	False
CBFA2T2_20_+_1	CBFA2T2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2	3	+	20	33490122	33650031	7917	hg38_refGene	False
NECAB3_20_-_1	NECAB3	N-terminal EF-hand calcium binding protein 3	2	-	20	33657087	33674458	2039	hg38_refGene	True
C20orf144_20_+_1	C20orf144	chromosome 20 open reading frame 144	1	+	20	33662286	33663915	570	hg38_refGene	True
ACTL10_20_+_1	ACTL10	actin-like 10	1	+	20	33666498	33668525	2028	hg38_refGene	True
E2F1_20_-_1	E2F1	E2F transcription factor 1	1	-	20	33675486	33686404	2700	hg38_refGene	False
PXMP4_20_-_1	PXMP4	peroxisomal membrane protein 4, 24kDa	2	-	20	33702744	33720330	5724	hg38_refGene	False
ZNF341_20_+_1	ZNF341	zinc finger protein 341	4	+	20	33731760	33792269	3579	hg38_refGene	True
ZNF341-AS1_20_-_1	ZNF341-AS1		1	-	20	33787373	33811099	646	hg38_refGene	True
CHMP4B_20_+_1	CHMP4B	charged multivesicular body protein 4B	1	+	20	33811304	33854367	1647	hg38_refGene	False
RALY-AS1_20_-_1	RALY-AS1		2	-	20	33992488	33994367	672	hg38_refGene	True
RALY_20_+_1	RALY	RALY heterogeneous nuclear ribonucleoprotein	2	+	20	33993652	34083185	4773	hg38_refGene	True
MIR4755_20_+_1	MIR4755	microRNA 4755	1	+	20	34049119	34049190	72	hg38_refGene	True
EIF2S2_20_-_1	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	1	-	20	34088309	34112279	2592	hg38_refGene	False
ASIP_20_+_1	ASIP	agouti signaling protein	1	+	20	34260365	34269342	584	hg38_refGene	False
AHCY_20_-_1	AHCY	adenosylhomocysteinase	2	-	20	34280265	34311802	2538	hg38_refGene	False
ITCH_20_+_1	ITCH	itchy E3 ubiquitin protein ligase	3	+	20	34363235	34511393	6524	hg38_refGene	True
MIR644A_20_+_1	MIR644A	microRNA 644a	1	+	20	34466325	34466418	94	hg38_refGene	True
DYNLRB1_20_+_1	DYNLRB1	dynein, light chain, roadblock-type 1	6	+	20	34516384	34540958	1244	hg38_refGene	False
MAP1LC3A_20_+_1	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha	2	+	20	34546884	34560345	1143	hg38_refGene	False
PIGU_20_-_1	PIGU	phosphatidylinositol glycan anchor biosynthesis, class U	1	-	20	34560542	34677285	1832	hg38_refGene	False
TP53INP2_20_+_1	TP53INP2	tumor protein p53 inducible nuclear protein 2	1	+	20	34704344	34713433	4124	hg38_refGene	False
NCOA6_20_-_1	NCOA6	nuclear receptor coactivator 6	2	-	20	34714774	34825630	7062	hg38_refGene	False
HMGB3P1_20_-_1	HMGB3P1	high mobility group box 3 pseudogene 1	1	-	20	34833575	34834462	888	hg38_refGene	False
GGT7_20_-_1	GGT7	gamma-glutamyltransferase 7	1	-	20	34844720	34872858	2640	hg38_refGene	False
ACSS2_20_+_1	ACSS2	acyl-CoA synthetase short-chain family member 2	3	+	20	34874963	34927966	3193	hg38_refGene	False
GSS_20_-_1	GSS	glutathione synthetase	1	-	20	34928433	34955798	1900	hg38_refGene	False
MYH7B_20_+_1	MYH7B	myosin, heavy chain 7B, cardiac muscle, beta	1	+	20	34955835	35002437	6584	hg38_refGene	True
MIR499A_20_+_1	MIR499A	microRNA 499a	1	+	20	34990376	34990497	122	hg38_refGene	True
MIR499B_20_-_1	MIR499B	microRNA 499b	1	-	20	34990400	34990472	73	hg38_refGene	True
TRPC4AP_20_-_1	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein	2	-	20	35002404	35092815	3170	hg38_refGene	True
EDEM2_20_-_1	EDEM2	ER degradation enhancer, mannosidase alpha-like 2	3	-	20	35115357	35147358	2129	hg38_refGene	False
PROCR_20_+_1	PROCR	protein C receptor, endothelial	1	+	20	35171937	35177362	1484	hg38_refGene	False
MMP24_20_+_1	MMP24	matrix metallopeptidase 24 (membrane-inserted)	1	+	20	35226736	35277001	4333	hg38_refGene	True
MMP24-AS1_20_-_1	MMP24-AS1	MMP24 antisense RNA 1	2	-	20	35276333	35278157	1749	hg38_refGene	True
EIF6_20_-_1	EIF6	eukaryotic translation initiation factor 6	7	-	20	35278906	35284816	1469	hg38_refGene	False
FAM83C-AS1_20_+_1	FAM83C-AS1	FAM83C antisense RNA 1	1	+	20	35285251	35285772	368	hg38_refGene	True
FAM83C_20_-_1	FAM83C	family with sequence similarity 83, member C	1	-	20	35285731	35292422	3166	hg38_refGene	True
UQCC1_20_-_1	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	3	-	20	35302566	35412142	2448	hg38_refGene	False
GDF5_20_-_1	GDF5	growth differentiation factor 5	1	-	20	35433349	35438190	2328	hg38_refGene	False
MIR1289-1_20_-_1	MIR1289-1	microRNA 1289-1	1	-	20	35453954	35454097	144	hg38_refGene	False
CEP250_20_+_1	CEP250	centrosomal protein 250kDa	1	+	20	35455402	35511974	8324	hg38_refGene	False
C20orf173_20_-_1	C20orf173	chromosome 20 open reading frame 173	2	-	20	35520742	35529652	2400	hg38_refGene	False
ERGIC3_20_+_1	ERGIC3	ERGIC and golgi 3	2	+	20	35542029	35557634	1366	hg38_refGene	False
FER1L4_20_-_1	FER1L4	fer-1-like 4 (C. elegans), pseudogene	1	-	20	35558737	35607562	6717	hg38_refGene	False
SPAG4_20_+_1	SPAG4	sperm associated antigen 4	1	+	20	35615887	35621043	1452	hg38_refGene	False
CPNE1_20_-_1	CPNE1	copine I	7	-	20	35626031	35664956	2631	hg38_refGene	True
RBM12_20_-_1	RBM12	RNA binding motif protein 12	4	-	20	35648925	35664956	6702	hg38_refGene	True
NFS1_20_-_1	NFS1	NFS1 cysteine desulfurase	3	-	20	35668688	35699365	2507	hg38_refGene	True
ROMO1_20_+_1	ROMO1	reactive oxygen species modulator 1	1	+	20	35699310	35700980	461	hg38_refGene	True
